Gene,Mean_IAV,Mean_Mock,Log2FC,P_value,Adjusted_P,-log10(p),Regulation
FOXK2,858.2,1215.8620689655172,-0.5025937682189484,0.17752369221825842,0.34639372255958223,0.4604299869850511,Not Significant
WDR45B,1062.0,1478.103448275862,-0.47696347701713904,0.2461763722724798,0.419585565047739,0.3771794612028564,Not Significant
RAB40B,100.2,197.06896551724137,-0.9758180896664223,0.047515365920315446,0.18440173865474221,0.7342349884635134,Not Significant
FN3KRP,328.5,806.3103448275862,-1.295441861217523,0.021965462580733498,0.14936279290474289,0.8257575741981187,Not Significant
FN3K,25.8,97.93103448275862,-1.9243950587285805,0.017312021343883346,0.14183708715076354,0.8482101962406106,Not Significant
TBCD,519.6,990.4137931034483,-0.9306299757528317,0.0706920116851393,0.21663412634764415,0.6642731279644288,Not Significant
ZNF750,139.8,58.3448275862069,1.2606876924956967,0.04469457231479302,0.18051384785024924,0.743489476227773,Not Significant
B3GNTL1,24.2,69.37931034482759,-1.5194984522907227,0.04080794911649872,0.17510540329372476,0.7567004525205339,Not Significant
METRNL,310.6,144.24137931034483,1.106572731983476,0.052306970101411804,0.19172318056023174,0.7173253749634726,Not Significant
ROCK1P1,9.1,6.827586206896552,0.4144909203592963,0.4262391845539011,0.5807885263486675,0.23598197184081468,Not Significant
USP14,1394.9,1008.448275862069,0.4680246105098044,0.21808785704123637,0.3908310190876861,0.40801097493277194,Not Significant
THOC1,197.8,292.2758620689655,-0.563288261372849,0.17696860568715284,0.3459715842307784,0.46095956975795627,Not Significant
COLEC12,1.2,1.5172413793103448,-0.33841621767593133,0.3915621035667989,0.5538465788038959,0.2566105226481363,Not Significant
TYMS,107.8,976.1724137931035,-3.1787788042842586,0.019964711589175385,0.14623848031598505,0.8349383346970269,Not Significant
ENOSF1,210.0,425.6551724137931,-1.0192958337770401,0.0446418013423293,0.18051384785024924,0.743489476227773,Not Significant
YES1,933.9,678.1034482758621,0.46176269660027236,0.2507202189107867,0.42501917210803364,0.371591479001625,Not Significant
LINC00470,1.6,9.413793103448276,-2.5567042406796427,0.06575115979773731,0.21066225445574915,0.6764132724131693,Not Significant
METTL4,75.4,115.6896551724138,-0.6176234375786717,0.27000093830000943,0.443871306801819,0.3527429281902172,Not Significant
NDC80,77.6,233.6206896551724,-1.5900394887012588,0.16195928953450553,0.32818758343924903,0.483877853952716,Not Significant
CBX3P2,3.7,6.0,-0.6974372299795687,0.16746374399128414,0.3344283735453777,0.47569688329210136,Not Significant
SMCHD1,463.6,499.2413793103448,-0.10685694969022598,0.7779280731317479,0.8550495353422272,0.06800872468396152,Not Significant
EMILIN2,5.6,74.44827586206897,-3.7327397057246916,0.0047460321279831534,0.10205055391271513,0.9911846336663549,Not Significant
LPIN2,109.4,503.2758620689655,-2.2017366673568635,0.010504025613573827,0.1275589625236703,0.8942890216654958,Not Significant
MYOM1,6.2,64.3103448275862,-3.374710704515515,0.32663049230679964,0.4983863878158504,0.3024338278601102,Not Significant
MYL12A,2827.2,3373.7241379310344,-0.2549680674171467,0.577522571125344,0.7033581221444513,0.1528234930890271,Not Significant
MYL12B,6166.8,5864.551724137931,0.0725012225414574,0.8827317173754472,0.9261155912545989,0.03333480434284752,Not Significant
TGIF1,974.5,1231.8275862068965,-0.3380662515319235,0.4563568338661811,0.6049299128429139,0.21829493977531036,Not Significant
DLGAP1,3.4,4.689655172413794,-0.4639470997597905,0.6412017374330912,0.752995502216061,0.12320761791427867,Not Significant
DLGAP1-AS1,31.1,151.6551724137931,-2.285808218484156,0.013716736622035215,0.13499322843376393,0.8696880161539485,Not Significant
LINC00526,6.8,12.793103448275861,-0.9117596351302539,0.21936119198316822,0.3920096558335965,0.4067032354703523,Not Significant
LINC00667,174.2,183.55172413793105,-0.07544204208641184,0.8776389088766869,0.9222838884895072,0.0351353780490066,Not Significant
ZBTB14,85.9,137.48275862068965,-0.6785206686186573,0.14755905528656957,0.3123058356649097,0.5054199005812332,Not Significant
EPB41L3,45.1,13.03448275862069,1.7907940992745182,0.0031692816588102203,0.08784496338835307,1.056283133831194,Not Significant
L3MBTL4,1.5,6.172413793103448,-2.040872281415528,0.279608639382259,0.45392344519637956,0.3430173853195953,Not Significant
LAMA1,32.9,18.93103448275862,0.7973343349702527,0.34197957480240404,0.5122713090279791,0.29049996713704523,Not Significant
PTPRM,535.7,1306.7241379310344,-1.2864574052691016,0.014341872007416595,0.1358467052896725,0.8669508901269602,Not Significant
RAB12,478.7,434.51724137931035,0.13970838262230983,0.7456714028183091,0.8330826438185416,0.0793119133903041,Not Significant
NDUFV2,994.3,1518.3103448275863,-0.6107135976010757,0.23912499968060175,0.41264645220154256,0.38442188445967956,Not Significant
ANKRD12,250.1,303.3448275862069,-0.27845365428264224,0.541987837512318,0.6762670685695356,0.16988176041843828,Not Significant
TWSG1,375.6,405.82758620689657,-0.11166987290426744,0.7612296204552105,0.8428876046008944,0.07423033279632416,Not Significant
RALBP1,832.2,923.1724137931035,-0.14966982568032794,0.7099582626510185,0.8072025549551778,0.0930174721413402,Not Significant
PPP4R1,2164.0,1279.103448275862,0.7585675513804407,0.05711034588820398,0.19800980544246444,0.7033133029500143,Not Significant
RAB31,1277.6,575.3793103448276,1.1508509675835992,0.016248150464391552,0.14050736552686008,0.8523009090412648,Not Significant
VAPA,1338.8,1446.8275862068965,-0.11195255464443925,0.7944088982686669,0.8662446424126814,0.062359438415119955,Not Significant
APCDD1,3.8,2.344827586206897,0.6965175724334557,0.15334247828549397,0.31870005837596055,0.4966178569769883,Not Significant
NAPG,319.6,301.82758620689657,0.0825427380371599,0.8360915949172725,0.8946762018116099,0.04833411463988466,Not Significant
PIEZO2,7.6,108.24137931034483,-3.83210889989832,0.009424806896378295,0.124900729082897,0.9034350265117342,Not Significant
GNAL,242.6,185.6551724137931,0.38595404075040296,0.39488050102037464,0.5570254829496561,0.25412493615254755,Not Significant
CHMP1B,912.7,1127.7586206896551,-0.3052456777146326,0.42853099257040295,0.5823200005733604,0.23483829320044977,Not Significant
MPPE1,97.7,186.55172413793105,-0.9331452265055826,0.13257466639964297,0.2950033302209377,0.5301730813492496,Not Significant
IMPA2,103.2,395.0689655172414,-1.9366615496802067,0.01593382659120135,0.13984919283808261,0.854340035885077,Not Significant
C18orf61,1.6,4.620689655172414,-1.5300362902175626,0.18642478929558118,0.3566276598602534,0.4477849761948101,Not Significant
CIDEA,13.0,3.3448275862068964,1.9585078710815367,0.005044515407897599,0.10341159610331585,0.9854307587149277,Not Significant
TUBB6,6408.9,2664.344827586207,1.266295946766971,0.006047440536531946,0.10951481328847687,0.9605271329304436,Not Significant
AFG3L2,486.6,786.5172413793103,-0.6927420712766261,0.10469334268756245,0.25957560304750926,0.5857361283576034,Not Significant
SPIRE1,355.7,414.44827586206895,-0.22053108675767813,0.6984217043193877,0.7982924338252676,0.09783798693026073,Not Significant
PSMG2,423.3,463.0,-0.12933170482917838,0.7623097341779657,0.8438864368672931,0.07371599313768375,Not Significant
CEP76,99.5,124.58620689655173,-0.3243759237612225,0.39772588547583587,0.5588645934639019,0.25269340398283613,Not Significant
PTPN2,344.1,357.62068965517244,-0.055602312006363896,0.8848455658873748,0.9273908471089727,0.03273719469175897,Not Significant
SEH1L,399.8,411.44827586206895,-0.04143260535037509,0.9268699234644059,0.9556977287732547,0.0196794460958944,Not Significant
CEP192,178.0,312.9655172413793,-0.8141264675783674,0.1305528127118703,0.2919253332418214,0.5347282153588917,Not Significant
LDLRAD4,4.3,15.413793103448276,-1.8418133662410099,0.11124479622210903,0.2675813258278324,0.5725441987252777,Not Significant
FAM210A,282.7,228.75862068965517,0.3054457712833629,0.4461758542906493,0.596721000648546,0.224228677581932,Not Significant
RNMT,453.4,495.55172413793105,-0.12825125818521055,0.7494286283366531,0.8356418469400791,0.07797981972080902,Not Significant
ZNF519,10.6,28.20689655172414,-1.4119836781383401,0.07801189844814846,0.2270791595588395,0.643822721808056,Not Significant
ANKRD20A5P,5.4,48.55172413793103,-3.168491216233619,0.03663801909239438,0.16910171785631825,0.7718519805055686,Not Significant
CYP4F35P,2.3,49.0,-4.413075982945558,0.09958294344433163,0.25266261794873146,0.5974590082562604,Not Significant
ROCK1,841.0,777.6206896551724,0.11303919616400615,0.7799456461692343,0.8563509798456875,0.06734820101309362,Not Significant
GREB1L,25.8,28.103448275862068,-0.12337609345497583,0.7768953631446806,0.8544794327742581,0.06829838623773919,Not Significant
ESCO1,223.4,231.93103448275863,-0.054066692803058425,0.8901406875920397,0.9307251602198876,0.031178545679958255,Not Significant
SNRPD1,738.0,1101.9655172413793,-0.5783863583336197,0.2103012448287362,0.3823201792958144,0.41757277881713123,Not Significant
ABHD3,150.5,378.51724137931035,-1.3305955291729692,0.044723032582154494,0.18051384785024924,0.743489476227773,Not Significant
MIB1,683.9,464.44827586206895,0.558267452201292,0.1519512487813172,0.317519216299278,0.49822998602492635,Not Significant
GATA6,287.5,149.06896551724137,0.9475820200634061,0.17189321327042204,0.34018830226152225,0.46828062414677657,Not Significant
RBBP8,665.9,582.1724137931035,0.1938590610976827,0.635243297982149,0.7485078725592856,0.12580362753057997,Not Significant
CABLES1,28.8,152.93103448275863,-2.4087404875059044,0.0061905811113369645,0.11005966208885569,0.9583718249172903,Not Significant
TMEM241,65.1,101.48275862068965,-0.6405051935345497,0.3154750897463128,0.4880821813151718,0.31150704708175336,Not Significant
RIOK3,1033.3,640.0,0.6911153652527373,0.15098039096655624,0.3163285162169483,0.49986165576864067,Not Significant
NPC1,876.7,1215.2758620689656,-0.471128683110825,0.3179680335430141,0.4905031291324988,0.30935821772207006,Not Significant
ANKRD29,137.6,158.86206896551724,-0.2072942276619033,0.62122203064282,0.7371952233188136,0.13241748746951548,Not Significant
LAMA3,25226.8,8906.379310344828,1.5020462525909128,0.021920982423327788,0.14936279290474289,0.8257575741981187,Not Significant
TTC39C,122.7,131.41379310344828,-0.09898145890905341,0.7995638631202509,0.8695891809842051,0.06068587217393337,Not Significant
CABYR,78.1,205.06896551724137,-1.3927147219940148,0.01931055667770702,0.14539315919471257,0.8374560267223632,Not Significant
OSBPL1A,322.9,345.3448275862069,-0.09695017484587967,0.8303613718786078,0.8910109387286747,0.05011696420067723,Not Significant
IMPACT,300.6,261.58620689655174,0.20055853786233707,0.5533302529749322,0.6858108837539553,0.16379562695397284,Not Significant
SS18,896.2,1089.1724137931035,-0.2813397162402772,0.48509198092807715,0.629219132908223,0.20119808008859433,Not Significant
TAF4B,106.3,85.55172413793103,0.31327276187888353,0.4031379045343282,0.5634132807453098,0.24917292006514694,Not Significant
KCTD1,423.9,589.1034482758621,-0.4747970313468366,0.16791884199885018,0.3349899383876091,0.4749682370478205,Not Significant
AQP4,1.1,10.96551724137931,-3.317398436406848,0.3334675372345074,0.50457223527943,0.29707665075995066,Not Significant
CHST9,1.9,85.13793103448276,-5.485730707458987,0.36313482738609504,0.5309554862283786,0.2749418873850738,Not Significant
CDH2,31.9,336.2068965517241,-3.3977209895192564,0.02788045880005272,0.15755986452791068,0.8025544012749682,Not Significant
DSC3,1639.7,674.5172413793103,1.2815046574933262,0.048305392870795424,0.1854603726069957,0.7317488720145009,Not Significant
DSC2,1576.6,802.448275862069,0.9743363724104388,0.1081500980806108,0.26367681719985653,0.5789280522496723,Not Significant
DSG3,3633.0,1048.0,1.7935226488780347,0.0055226293164446685,0.10612124737622043,0.9741976538515481,Not Significant
DSG2,4115.2,3628.655172413793,0.1815275823598191,0.7404261084315014,0.8286107685889109,0.08164942692916556,Not Significant
TTR,1.1,7.0,-2.669851398307669,0.2062738805198688,0.37816878095309286,0.4223143264148966,Not Significant
B4GALT6,87.4,87.48275862068965,-0.001365434323130821,0.997231222461273,0.9981760251589702,0.0007928655119777032,Not Significant
TRAPPC8,452.3,399.13793103448273,0.18039260783665992,0.6346005449457415,0.7480364844851477,0.12607721948291994,Not Significant
RNF125,47.6,17.93103448275862,1.408502850519699,0.00507866207166088,0.10341159610331585,0.9854307587149277,Not Significant
RNF138,218.1,122.51724137931035,0.8320049815497381,0.038229052118737436,0.17150985976862218,0.7657109081575376,Not Significant
ASXL3,1.3,2.5172413793103448,-0.9533319404987152,0.26728344632528633,0.4415364422897452,0.355033446033871,Not Significant
DTNA,49.4,43.44827586206897,0.1852121134376086,0.8087380830105154,0.8763509068538218,0.057321959591102783,Not Significant
MAPRE2,193.6,462.9655172413793,-1.2578257895609306,0.06617513764405163,0.21124371463013858,0.6752162042341614,Not Significant
ZNF397,69.1,130.27586206896552,-0.9148121857599015,0.07604110154186279,0.22432416076984063,0.6491239483344053,Not Significant
ZSCAN30,63.0,80.34482758620689,-0.350853320914154,0.5295428771641838,0.6659528034727936,0.1765565484838108,Not Significant
ZNF24,597.9,663.7931034482758,-0.15082942955656434,0.6907157166763895,0.7924821254987968,0.10101052454842406,Not Significant
ZNF396,11.2,16.413793103448278,-0.5514099410101299,0.14573439391132062,0.31042332336798373,0.5080456558755734,Not Significant
INO80C,267.8,315.2758620689655,-0.23545875897386798,0.6162313189233257,0.7332638003042407,0.13473975468279253,Not Significant
GALNT1,1237.8,1898.7241379310344,-0.6172520871976754,0.16740946044470623,0.3344066357632362,0.47572511327021194,Not Significant
C18orf21,156.9,165.89655172413794,-0.08043854687391447,0.8135821823328231,0.8795671627432519,0.05573099271007622,Not Significant
RPRD1A,734.6,521.2758620689655,0.4949118392809588,0.19066738403815478,0.3609797365371012,0.4425171763689062,Not Significant
SLC39A6,1539.4,1230.9310344827586,0.3226182183743133,0.5129207626237173,0.6510148140993336,0.18640912877682508,Not Significant
ELP2,469.2,437.82758620689657,0.09984015608358658,0.7960265637895834,0.8670883075036238,0.06193667010332801,Not Significant
MOCOS,126.2,179.6551724137931,-0.5095185619431118,0.47195808025602115,0.6183240648495743,0.2087838506578495,Not Significant
FHOD3,476.8,398.44827586206895,0.25899178134737805,0.7018035496120427,0.8009708776372254,0.09638327406729498,Not Significant
TPGS2,860.4,1313.0344827586207,-0.609825374743794,0.3294206724212456,0.5011057134225463,0.30007064556377133,Not Significant
KIAA1328,29.1,39.86206896551724,-0.45399743935218495,0.3498618134303174,0.5189336291409645,0.2848881842345199,Not Significant
CELF4,2.0,13.89655172413793,-2.7966550334003952,0.317471348939604,0.4901373430683467,0.3096822077695733,Not Significant
KC6,5.3,2.931034482758621,0.8545824186657069,0.17669921544695832,0.3458358660468726,0.4611299687876189,Not Significant
PIK3C3,351.2,294.58620689655174,0.2536029627269248,0.490396088473934,0.6334865146246268,0.19826262574730721,Not Significant
SETBP1,141.8,80.65517241379311,0.8140185711272984,0.18368351262159702,0.3537106851195091,0.4513518205404954,Not Significant
EPG5,398.1,422.0344827586207,-0.08423000919145153,0.843252368772849,0.8990219477798946,0.04622970572689622,Not Significant
PSTPIP2,229.9,100.20689655172414,1.1980246633255487,0.0877640570945509,0.23902562732788815,0.6215555333178843,Not Significant
HAUS1,168.7,323.37931034482756,-0.938767405193045,0.1483374724018595,0.31296633346216685,0.5045023780382027,Not Significant
C18orf25,491.7,359.7241379310345,0.45088738582974713,0.31323394220483725,0.48665668360879616,0.31277730776689905,Not Significant
RNF165,14.6,12.862068965517242,0.182845638864989,0.7897967610087747,0.8628638794772598,0.06405771072116165,Not Significant
PIAS2,184.8,166.86206896551724,0.14730871777946872,0.6912922901540259,0.7929075233375776,0.10077746141651137,Not Significant
KATNAL2,7.5,36.55172413793103,-2.284976958714471,0.02925205297370365,0.15890144109190937,0.7988721641178177,Not Significant
HDHD2,171.2,221.75862068965517,-0.3733074874974111,0.3743752272553116,0.5396085769807815,0.2679211559129928,Not Significant
IER3IP1,480.7,549.2758620689655,-0.19239409053142079,0.7127338506297689,0.8088917720049612,0.09210958217676503,Not Significant
SMAD2,640.4,860.1724137931035,-0.4256525561393209,0.3177113715305239,0.4904096501058598,0.3094409925139276,Not Significant
ZBTB7C,17.5,11.275862068965518,0.634117186574456,0.39316018073191006,0.5553103789991262,0.25546420929364283,Not Significant
CTIF,366.0,450.2068965517241,-0.29874450855988094,0.4552883469533098,0.6040851239687867,0.2189018589532287,Not Significant
SMAD7,183.4,270.7586206896552,-0.5620136336309068,0.19129837452707718,0.36170250095362716,0.441648488344809,Not Significant
DYM,334.1,328.8965517241379,0.02264610018082263,0.9548097242979655,0.9728761794380771,0.0119424300385978,Not Significant
C18orf32,8.6,13.96551724137931,-0.6994604428296793,0.3814186838050352,0.5456273402134408,0.26310387624317655,Not Significant
RPL17,148.2,182.17241379310346,-0.2977590620063211,0.5575266930980016,0.6885754020943503,0.1620484956097026,Not Significant
SNORD58C,8.6,5.517241379310345,0.6403895600549452,0.17536015785941764,0.34443989201777786,0.4628865555926697,Not Significant
SNORD58A,6.6,7.758620689655173,-0.233334171618374,0.6651145909836083,0.7712669988239153,0.11279525094694298,Not Significant
LIPG,696.1,220.0344827586207,1.6615649411750653,0.004528586023870067,0.10063819761638892,0.9972371498426259,Not Significant
ACAA2,176.9,828.7931034482758,-2.2280779500945895,0.01988603122956946,0.14600458660261786,0.8356335010311804,Not Significant
SCARNA17,1.6,8.482758620689655,-2.40646160509903,0.046292332913384845,0.18311933587733462,0.7372657953953959,Not Significant
MYO5B,733.8,623.9655172413793,0.2339206022288514,0.7513391387134127,0.8365643715564196,0.07750063553107103,Not Significant
MBD1,991.2,620.3448275862069,0.6761058062419669,0.08768606623399726,0.23891972537696812,0.6217479931185698,Not Significant
CXXC1,323.5,427.82758620689657,-0.40326379786993677,0.33800100651262655,0.509146774662401,0.293157003051769,Not Significant
SKA1,79.3,182.6206896551724,-1.2034574508630294,0.13830490073814872,0.30195129378694985,0.5200631052067511,Not Significant
ME2,594.2,655.4827586206897,-0.1416092280890166,0.722116110554505,0.8153964961720015,0.08863115908012734,Not Significant
ELAC1,40.9,64.72413793103448,-0.6622030016489157,0.1683444669411658,0.3354916048144712,0.4743183429416866,Not Significant
SMAD4,407.1,469.58620689655174,-0.20600681147134173,0.6032433156480697,0.7231318246307096,0.14078252498614985,Not Significant
MEX3C,630.4,510.0689655172414,0.3055752102923901,0.5101465625143242,0.6489867121400226,0.18776419519245433,Not Significant
MBD2,1170.3,903.7586206896551,0.37286899550740243,0.3581580707104043,0.5262751742675478,0.2787871162698377,Not Significant
POLI,155.4,148.20689655172413,0.0683739212201365,0.8512438178792128,0.9046006397280753,0.04354310945957313,Not Significant
C18orf54,66.1,57.3448275862069,0.20498690846063228,0.6677969891294869,0.7737327568960622,0.11140901638001205,Not Significant
RAB27B,460.9,568.8275862068965,-0.30353766479124983,0.43151926250658,0.5851938889905759,0.23270021773389193,Not Significant
CCDC68,138.5,153.48275862068965,-0.14819062427550872,0.7205454675003582,0.8143255169825961,0.08920195632701002,Not Significant
TCF4,152.5,94.79310344827586,0.6859552360648676,0.22582070252098504,0.3990508939973513,0.3989717119005426,Not Significant
TXNL1,753.8,834.8620689655172,-0.1473560686242881,0.7142366655486121,0.8098403836632697,0.09160057041173597,Not Significant
WDR7,143.8,178.17241379310346,-0.3092103077453527,0.43218427548401983,0.5857864441059129,0.23226068270241992,Not Significant
ONECUT2,6.5,394.6551724137931,-5.924009129174385,0.2843504186546576,0.45862106770140537,0.3385459989381537,Not Significant
FECH,306.0,530.6896551724138,-0.7943367733953487,0.07933135164856799,0.22831975828122186,0.6414565040103808,Not Significant
NARS,2216.3,2404.206896551724,-0.11740787516142984,0.755564994706921,0.8389918140025334,0.07624227653825107,Not Significant
LOC100505549,11.2,20.413793103448278,-0.866045543331136,0.07339637027934523,0.22089095420053148,0.6558220687425631,Not Significant
ATP8B1,350.1,664.9655172413793,-0.9255124677275358,0.13121024098037465,0.29300876133297965,0.5331193934968138,Not Significant
NEDD4L,818.6,1012.6551724137931,-0.30691242185088197,0.6009535611903463,0.7219585742399469,0.14148772139871024,Not Significant
ALPK2,39.8,535.1724137931035,-3.7491634162906315,0.026146841132415465,0.153680003314895,0.8133826387785817,Not Significant
MALT1,507.7,426.3103448275862,0.25207219596817654,0.5258344699422148,0.6624775017357409,0.17882886612765497,Not Significant
ZNF532,592.8,860.5862068965517,-0.5377742699357476,0.28147625891072325,0.45604919271637395,0.34098830871059527,Not Significant
SEC11C,369.1,612.0,-0.7295199153344053,0.23888605094419452,0.4123975502521543,0.38468392320212774,Not Significant
LMAN1,1178.2,1770.1379310344828,-0.587277322910567,0.44785445090707254,0.5979429513812218,0.22334024925943055,Not Significant
CCBE1,256.2,87.37931034482759,1.5519068514410468,0.01091006111498692,0.1286982406731752,0.8904273899344192,Not Significant
PMAIP1,2972.6,246.17241379310346,3.593984337044224,0.0009598735044336287,0.050113565182751674,1.3000446995501058,Not Significant
RNF152,73.9,15.586206896551724,2.245304491971173,0.0054806757400588,0.10611414821696905,0.9742267076828525,Not Significant
PIGN,272.1,340.41379310344826,-0.3231525376595294,0.5920463701887451,0.715549112300371,0.14536055272313658,Not Significant
TNFRSF11A,31.9,277.3103448275862,-3.1198731067952816,0.25865426059111946,0.4329844467685912,0.3635277036556244,Not Significant
ZCCHC2,303.2,220.51724137931035,0.459378294642302,0.23347625082894347,0.40693310354273327,0.3904769793500542,Not Significant
PHLPP1,113.1,281.2068965517241,-1.3140330473692163,0.05234329573589866,0.19172318056023174,0.7173253749634726,Not Significant
BCL2,10.3,21.0,-1.0277449904829041,0.05939846815923256,0.20092556689108146,0.6969647976805877,Not Significant
KDSR,785.2,496.44827586206895,0.6614167592690309,0.08683906117774236,0.23743451724273737,0.6244561448660126,Not Significant
VPS4B,1362.0,839.2413793103449,0.6985689856056629,0.15280474392184365,0.3181195195809785,0.49740968208338204,Not Significant
SERPINB5,7582.5,2194.9310344827586,1.788497982370272,0.010318456349907239,0.12686111626086952,0.896671471530679,Not Significant
SERPINB13,340.3,205.72413793103448,0.7260960738700059,0.4225579769307921,0.577596439442002,0.23837549261199267,Not Significant
SERPINB4,55.0,11.758620689655173,2.225712779628059,0.0008962397578654242,0.047958162876611296,1.3191374616831073,Up
SERPINB3,290.5,47.48275862068966,2.6130625043971367,0.00018784414025672483,0.025979461309128725,1.5853698583784006,Up
SERPINB7,1486.0,291.1034482758621,2.3518302817084793,9.369321639971354e-05,0.021969317726202628,1.6581834302140517,Up
SERPINB2,5105.0,1005.3448275862069,2.344220538582222,0.00011727805156228893,0.022592150657830434,1.6460424244860163,Up
SERPINB10,20.7,1.8620689655172413,3.4746523555760667,0.004448867443348371,0.10008189266417344,0.9996444902267634,Not Significant
HMSD,1.5,23.344827586206897,-3.9600685277262686,0.22364264539522397,0.3965802321523669,0.4016689373347183,Not Significant
SERPINB8,605.9,263.6896551724138,1.2002387317237937,0.01729419481749096,0.14180026060603512,0.8483229709889255,Not Significant
CDH19,2.7,19.448275862068964,-2.848610949995115,0.016549422072728262,0.14125145630619154,0.8500070658980278,Not Significant
DSEL,66.9,123.72413793103448,-0.8870488740375905,0.6254850258213387,0.7406386916865748,0.13039360372723313,Not Significant
TMX3,709.3,499.7931034482759,0.5050649535102769,0.19027199425228927,0.36050579521205606,0.44308774950658264,Not Significant
CCDC102B,2.0,4.896551724137931,-1.29176612437711,0.05085825647977207,0.18959314778708058,0.7221773628420226,Not Significant
CD226,6.2,5.310344827586207,0.22346266993218347,0.6554029114710979,0.7633900890848077,0.11725348269412347,Not Significant
RTTN,416.8,325.1034482758621,0.35845641926855043,0.3710742115045398,0.5369096491875375,0.2700987909496955,Not Significant
SOCS6,366.6,557.3448275862069,-0.6043634090516238,0.165007873588095,0.3314567700555438,0.4795731060242224,Not Significant
CBLN2,1.7,6.517241379310345,-1.9387266827305236,0.045028924133925105,0.18128023767709506,0.7416495380754309,Not Significant
NETO1,6.5,2.4482758620689653,1.4086735937639823,0.020735924526112694,0.14773986725470306,0.8305022955314655,Not Significant
LOC400655,21.6,160.0,-2.888968687611256,0.012628490861451949,0.1328333778971026,0.8766927832876881,Not Significant
FBXO15,5.1,21.551724137931036,-2.0792341373377443,0.01689227888360111,0.14179025592329886,0.8483536136109745,Not Significant
TIMM21,313.5,408.2068965517241,-0.38083511351510385,0.340432599488108,0.5110468333052047,0.29153929846799087,Not Significant
CYB5A,262.7,994.6206896551724,-1.9207302412788843,0.025032720573205346,0.1527357395230576,0.8160593279630435,Not Significant
CNDP2,2069.0,1726.2758620689656,0.26127061692797454,0.5487931942242619,0.6819740985090564,0.16623211960775017,Not Significant
ZNF407,126.9,142.3793103448276,-0.16604744909486127,0.6701822400700955,0.7756799475569089,0.11031743554814151,Not Significant
ZADH2,222.4,322.86206896551727,-0.5377611696766492,0.2363297343429824,0.40974328257653486,0.38748815762044597,Not Significant
TSHZ1,106.1,134.86206896551724,-0.3460599795779707,0.42763546183582946,0.5817781480311369,0.2352425951682353,Not Significant
ZNF516,259.8,255.51724137931035,0.023980788494894784,0.9581277848417304,0.9745698166586964,0.011187043253884997,Not Significant
ZNF236,96.2,189.51724137931035,-0.9782203048078485,0.03103423935014197,0.16127864947704693,0.7924231219354736,Not Significant
MBP,460.5,858.9655172413793,-0.8993990599092911,0.4356999886617742,0.588017560667887,0.2306097038774651,Not Significant
ATP9B,124.1,237.82758620689654,-0.9384129510687697,0.10546837441887286,0.2604347249109517,0.5843011098435963,Not Significant
NFATC1,77.9,70.06896551724138,0.1528477315297131,0.738013260691895,0.827161973217687,0.0824094394354952,Not Significant
CTDP1,361.9,356.8965517241379,0.02008514533869861,0.9550425615767328,0.972908574594066,0.011927968996636711,Not Significant
PQLC1,428.9,286.3103448275862,0.5830615179315821,0.16130902329620073,0.32748430483701085,0.48480950936996076,Not Significant
HSBP1L1,181.6,206.55172413793105,-0.1857389001450234,0.6586403589409349,0.7661765226176591,0.11567115991469301,Not Significant
TXNL4A,642.7,665.1379310344828,-0.04950807393143231,0.8817409010433044,0.9252065790139827,0.03376128768340008,Not Significant
RBFA,202.4,369.41379310344826,-0.8680284443727019,0.0555686668880892,0.19618985691004412,0.707323449564978,Not Significant
ADNP2,272.7,394.3448275862069,-0.5321430194756253,0.20200859526854592,0.3732330983250752,0.42801984996691095,Not Significant
PARD6G-AS1,6.8,5.379310344827586,0.3381135226283008,0.30648418531177807,0.4807894940451662,0.3180450308723337,Not Significant
PARD6G,242.3,115.41379310344827,1.0699787540050265,0.037173200320096585,0.17014439861390213,0.7691823439006195,Not Significant
MIER2,222.8,206.10344827586206,0.11238059015463635,0.7699608566538891,0.8497035453614232,0.070732569663034,Not Significant
THEG,1.3,2.1724137931034484,-0.7407873051186146,0.07914038939272429,0.22828068219961084,0.6415308382648184,Not Significant
C2CD4C,4.3,12.551724137931034,-1.5454769852563885,0.06826928547341356,0.213773084533722,0.6700469762756426,Not Significant
SHC2,8.3,79.24137931034483,-3.2550707510589785,0.1437968371626409,0.3082560936866684,0.51108832940105,Not Significant
TPGS1,64.9,154.13793103448276,-1.2479315478313318,0.05489997413449239,0.19485571197297608,0.7102868588372401,Not Significant
CDC34,873.2,731.9655172413793,0.25453644531208003,0.47019823490511337,0.617067614589347,0.2096672459599681,Not Significant
GZMM,3.7,4.344827586206897,-0.23177365763075697,0.8132412563069604,0.8794373027118495,0.055795117044343555,Not Significant
BSG,6562.2,7427.758620689655,-0.17874736849811307,0.6769975691310984,0.7813382414348355,0.10716091927458532,Not Significant
HCN2,36.7,287.37931034482756,-2.969104231619126,0.056105605969465164,0.19718209660100972,0.7051325199240387,Not Significant
POLRMT,458.9,905.3793103448276,-0.9803425318612305,0.0611737014917752,0.2038373867437292,0.6907161570942196,Not Significant
RNF126,644.8,430.8965517241379,0.5815101906261978,0.15267041828132366,0.3180324163467801,0.4975286110752416,Not Significant
FSTL3,2024.0,1543.6896551724137,0.39082654904995756,0.3171843079849722,0.4898200161487531,0.3099634717116409,Not Significant
PALM,29.4,164.0,-2.4798077546690815,0.03706012074080572,0.16988397684693124,0.7698475810786847,Not Significant
